wkt_geom	typ_budynku
MultiPolygon (((204706.01999999955296516 628075.00999999977648258, 204713.37000000011175871 628075.64000000059604645, 204713.83999999985098839 628069.91999999992549419, 204712.91000000014901161 628069.81000000052154064, 204713.12999999988824129 628067.31000000052154064, 204714.12000000011175871 628067.39000000059604645, 204714.70000000018626451 628061.80000000074505806, 204693.19000000040978193 628050.68999999947845936, 204692.33000000007450581 628059.43999999947845936, 204707.16999999992549419 628060.91000000014901161, 204706.01999999955296516 628075.00999999977648258)))	biura i usługi
MultiPolygon (((204704.4599999999627471 628012.86999999918043613, 204700.9599999999627471 628012.50999999977648258, 204699.84999999962747097 628023.51999999955296516, 204746.7099999999627471 628027.76999999955296516, 204747.20000000018626451 628022.19999999925494194, 204746.69000000040978193 628022.16000000014901161, 204747.25 628015.22000000067055225, 204735.26999999955296516 628014.02999999932944775, 204734.75 628019.55000000074505806, 204704.16000000014901161 628016.94999999925494194, 204704.4599999999627471 628012.86999999918043613)))	biura i usługi
MultiPolygon (((204483.2099999999627471 627737.52999999932944775, 204488.34999999962747097 627728.58000000007450581, 204483.12999999988824129 627725.59999999962747097, 204477.99000000022351742 627734.53999999910593033, 204483.2099999999627471 627737.52999999932944775)))	hotele i schroniska
MultiPolygon (((204476.5400000000372529 627749.08000000007450581, 204471.34999999962747097 627746.09999999962747097, 204466.2099999999627471 627755.03999999910593033, 204471.41999999992549419 627758.00999999977648258, 204476.5400000000372529 627749.08000000007450581)))	hotele i schroniska
MultiPolygon (((204522.25 627669.33999999985098839, 204517.08000000007450581 627666.33999999985098839, 204511.91999999992549419 627675.26999999955296516, 204517.11000000033527613 627678.26999999955296516, 204522.25 627669.33999999985098839)))	hotele i schroniska
MultiPolygon (((204509.01999999955296516 627692.27999999932944775, 204514.16999999992549419 627683.35999999940395355, 204508.96999999973922968 627680.35999999940395355, 204503.82000000029802322 627689.28999999910593033, 204509.01999999955296516 627692.27999999932944775)))	hotele i schroniska
MultiPolygon (((204629.87000000011175871 628208.88000000081956387, 204626.21999999973922968 628203.64000000059604645, 204625.9599999999627471 628203.69999999925494194, 204623.79999999981373549 628203.33999999985098839, 204623.55999999959021807 628203.19999999925494194, 204596.70000000018626451 628221.75, 204596.7900000000372529 628221.88000000081956387, 204596.41000000014901161 628223.98000000044703484, 204596.24000000022351742 628224.11999999918043613, 204601.17999999970197678 628230.91000000014901161, 204629.44000000040978193 628211.47000000067055225, 204629.32000000029802322 628211.25, 204629.69000000040978193 628209.07000000029802322, 204629.87000000011175871 628208.88000000081956387)))	mieszkalne
MultiPolygon (((204111.62999999988824129 628072.51999999955296516, 204113.57000000029802322 628066.24000000022351742, 204096.40000000037252903 628060.66999999992549419, 204095.91000000014901161 628060.91000000014901161, 204095.44000000040978193 628062.21000000089406967, 204094.07000000029802322 628061.75999999977648258, 204092.03000000026077032 628063.24000000022351742, 204091.08000000007450581 628066.35999999940395355, 204091.73000000044703484 628066.57000000029802322, 204111.62999999988824129 628072.51999999955296516)))	mieszkalne
MultiPolygon (((204146.2099999999627471 628127.42999999970197678, 204131.50999999977648258 628118.35999999940395355, 204131.95000000018626451 628117.55000000074505806, 204131 628116.86999999918043613, 204127.04999999981373549 628123.16000000014901161, 204124.80999999959021807 628125.84999999962747097, 204124.05999999959021807 628126.74000000022351742, 204138.17999999970197678 628135.16000000014901161, 204139.87999999988824129 628137.14000000059604645, 204143.73000000044703484 628131.5, 204146.2099999999627471 628127.42999999970197678)))	mieszkalne
MultiPolygon (((204133.59999999962747097 628112.60999999940395355, 204116.75 628101.86999999918043613, 204112.87999999988824129 628108.11999999918043613, 204111.51999999955296516 628110.30000000074505806, 204110.62000000011175871 628111.17999999970197678, 204111.16999999992549419 628111.76999999955296516, 204111.49000000022351742 628111.5, 204125.45000000018626451 628120.64000000059604645, 204126.36000000033527613 628121.77999999932944775, 204126.36000000033527613 628122.53999999910593033, 204127.04999999981373549 628123.16000000014901161, 204131 628116.86999999918043613, 204132.00999999977648258 628115.23000000044703484, 204133.41000000014901161 628112.91999999992549419, 204133.59999999962747097 628112.60999999940395355)))	mieszkalne
MultiPolygon (((204173.83999999985098839 628159.44999999925494194, 204177.90000000037252903 628152.77999999932944775, 204160.5400000000372529 628142.33999999985098839, 204154.90000000037252903 628151.51999999955296516, 204167.98000000044703484 628159.66000000014901161, 204168.11000000033527613 628161.02999999932944775, 204167.32000000029802322 628161.15000000037252903, 204166.49000000022351742 628162.51999999955296516, 204165.65000000037252903 628161.98000000044703484, 204165.12999999988824129 628162.06000000052154064, 204160.54999999981373549 628169.26999999955296516, 204160.5 628170.09999999962747097, 204161.44000000040978193 628170.75999999977648258, 204160.51999999955296516 628172.16000000014901161, 204161.16000000014901161 628174, 204163.7099999999627471 628175.60999999940395355, 204165.16999999992549419 628173.09999999962747097, 204167.7099999999627471 628168.67999999970197678, 204169.15000000037252903 628166.18999999947845936, 204173.83999999985098839 628159.44999999925494194)))	mieszkalne
MultiPolygon (((204185.29999999981373549 627961.83000000007450581, 204176.12999999988824129 627951.76999999955296516, 204176.0400000000372529 627950.27999999932944775, 204172.71999999973922968 627947.82000000029802322, 204162.73000000044703484 627957.47000000067055225, 204179.41000000014901161 627974.57000000029802322, 204189.59999999962747097 627964.73000000044703484, 204186.83999999985098839 627961.83000000007450581, 204185.29999999981373549 627961.83000000007450581)))	mieszkalne
MultiPolygon (((204159.23000000044703484 628142.06000000052154064, 204144.26999999955296516 628132.58000000007450581, 204144.58999999985098839 628132.02999999932944775, 204143.73000000044703484 628131.5, 204139.87999999988824129 628137.14000000059604645, 204138.79999999981373549 628138.72000000067055225, 204138.16000000014901161 628139.65000000037252903, 204137.13999999966472387 628141.03999999910593033, 204154.54999999981373549 628152.08000000007450581, 204154.90000000037252903 628151.51999999955296516, 204160.5400000000372529 628142.33999999985098839, 204159.49000000022351742 628141.61999999918043613, 204159.23000000044703484 628142.06000000052154064)))	mieszkalne
MultiPolygon (((204201.59999999962747097 627977.76999999955296516, 204192.15000000037252903 627967.96000000089406967, 204192.08000000007450581 627966.39000000059604645, 204190.05999999959021807 627964.28999999910593033, 204189.59999999962747097 627964.73000000044703484, 204179.41000000014901161 627974.57000000029802322, 204194.62000000011175871 627990.33999999985098839, 204204.41999999992549419 627980.88000000081956387, 204205.36000000033527613 627979.97000000067055225, 204203.25 627977.67999999970197678, 204201.59999999962747097 627977.76999999955296516)))	mieszkalne
MultiPolygon (((204186.7099999999627471 628166.65000000037252903, 204173.83999999985098839 628159.44999999925494194, 204169.15000000037252903 628166.18999999947845936, 204173.87000000011175871 628168.51999999955296516, 204180.09999999962747097 628172.14000000059604645, 204180.80999999959021807 628172.09999999962747097, 204181.29999999981373549 628171.06000000052154064, 204182 628171.41000000014901161, 204184.08000000007450581 628170.66000000014901161, 204186.7099999999627471 628166.65000000037252903)))	mieszkalne
MultiPolygon (((204614.86000000033527613 628178.55000000074505806, 204578.2900000000372529 628131.41000000014901161, 204567.9599999999627471 628139.69999999925494194, 204567.62999999988824129 628139.96000000089406967, 204571.73000000044703484 628145.16000000014901161, 204572.29999999981373549 628144.66999999992549419, 204573.75999999977648258 628146.34999999962747097, 204573.05999999959021807 628146.97000000067055225, 204580.87000000011175871 628157.03999999910593033, 204581.57000000029802322 628156.49000000022351742, 204583.01999999955296516 628158.22000000067055225, 204582.2900000000372529 628158.81000000052154064, 204589.94000000040978193 628168.86999999918043613, 204590.86000000033527613 628168.24000000022351742, 204592.45000000018626451 628170.33999999985098839, 204591.76999999955296516 628170.88000000081956387, 204599.45000000018626451 628180.67999999970197678, 204600.20000000018626451 628180.08999999985098839, 204601.62000000011175871 628181.93999999947845936, 204600.57000000029802322 628182.72000000067055225, 204604.57000000029802322 628188.07000000029802322, 204614.33000000007450581 628180.91000000014901161, 204614.86000000033527613 628178.55000000074505806)))	mieszkalne
MultiPolygon (((204230.80999999959021807 628009.39000000059604645, 204222.59999999962747097 628000.86999999918043613, 204223.92999999970197678 627999.60999999940395355, 204220.34999999962747097 627995.90000000037252903, 204219.74000000022351742 627996.51999999955296516, 204209.90000000037252903 628006.07000000029802322, 204224.57000000029802322 628021.19999999925494194, 204233.76999999955296516 628012.22000000067055225, 204235 628011.00999999977648258, 204232.21999999973922968 628008.05000000074505806, 204230.80999999959021807 628009.39000000059604645)))	mieszkalne
MultiPolygon (((204532.37000000011175871 628115.55000000074505806, 204529.99000000022351742 628112.56000000052154064, 204540.58000000007450581 628104.50999999977648258, 204542.42999999970197678 628106.81000000052154064, 204552.79999999981373549 628098.56000000052154064, 204541.53000000026077032 628084.46000000089406967, 204538.33000000007450581 628080.41999999992549419, 204531.69000000040978193 628085.72000000067055225, 204536.50999999977648258 628091.96000000089406967, 204536.32000000029802322 628094.08999999985098839, 204523.05999999959021807 628104.55000000074505806, 204521.92999999970197678 628103.19999999925494194, 204513.07000000029802322 628110.17999999970197678, 204520.44000000040978193 628119.61999999918043613, 204519.38999999966472387 628120.43999999947845936, 204521.96999999973922968 628123.72000000067055225, 204532.37000000011175871 628115.55000000074505806)))	mieszkalne
MultiPolygon (((204667.49000000022351742 628037.52999999932944775, 204612.78000000026077032 628010.01999999955296516, 204608.17999999970197678 628018.33999999985098839, 204608.87000000011175871 628018.49000000022351742, 204607.69000000040978193 628020.78999999910593033, 204613.32000000029802322 628023.63000000081956387, 204613.70000000018626451 628022.86999999918043613, 204616.07000000029802322 628024.11999999918043613, 204615.70000000018626451 628024.83999999985098839, 204626.84999999962747097 628030.44999999925494194, 204627.25999999977648258 628029.61999999918043613, 204629.38999999966472387 628030.75, 204628.98000000044703484 628031.52999999932944775, 204640.40000000037252903 628037.28999999910593033, 204640.86000000033527613 628036.33000000007450581, 204643.33000000007450581 628037.66999999992549419, 204642.87999999988824129 628038.53999999910593033, 204653.73000000044703484 628044, 204654.12000000011175871 628043.16999999992549419, 204656.59999999962747097 628044.40000000037252903, 204656.19000000040978193 628045.25, 204662.08999999985098839 628048.22000000067055225, 204667.49000000022351742 628037.52999999932944775)))	mieszkalne
MultiPolygon (((204096.78000000026077032 627699.05000000074505806, 204113.40000000037252903 627694.28999999910593033, 204109.91999999992549419 627682.28999999910593033, 204109.41999999992549419 627680.41000000014901161, 204105.41000000014901161 627666.38000000081956387, 204099.66000000014901161 627667.92999999970197678, 204094.33999999985098839 627669.42999999970197678, 204088.55999999959021807 627671.13000000081956387, 204096.78000000026077032 627699.05000000074505806)))	mieszkalne
